Close
6782.55
6871.80
6860.02
6865.93
6853.44
6837.15
6829.12
6818.17
6828.11
6873.52
6857.05
6898.13
6898.08
6888.90
6915.20
6912.16
6949.63
6935.38
6949.73
6946.66
6940.64
6889.13
6919.24
6961.14
6911.80
6876.47
6702.84
6721.51
6761.07
6740.58
6804.08
6837.61
6945.20
6962.32
7022.51
7037.67
7019.68
6990.97
6895.33
6855.02
6891.43
6773.04
6809.50
6833.46
6961.77
6937.41
7015.36
7089.77
7064.30
7075.26
7096.78
7060.45
6994.63
7052.13
7062.93
7028.24
7053.67
7070.70
7103.98
7030.53
6946.28
6960.63
6985.95
6927.58
6933.74
6886.95
7046.82
7029.85
6933.80
6949.63
6973.04
6960.49
6968.87
6995.10
7007.26
7013.47
7031.72
6948.99
7033.33
7040.92
6984.43
6953.58
6928.27
6950.46
6859.24
6804.60
6790.04
6753.80
6830.27
6846.74
6784.92
6710.52
6710.10
6680.55
6707.88
6710.45
6825.67
6834.87
6844.80
6807.82
6753.70
6620.48
6520.98
6608.59
6630.47
6585.78
6535.68
6432.21
6490.70
6581.63
6673.38
6737.95
6753.75
6753.75
6796.45
6775.08
6788.69
6769.07
6667.34
6655.01
6579.81
6505.13
6555.28
6631.00
6668.87
6696.28
6688.62
6686.57
6752.41
6747.09
6718.49
6736.22
6664.54
6571.19
6568.33
6550.74
6550.30
6526.29
6403.45
6367.89
6187.65
5898.87
6081.34
5979.20
6192.03
6247.94
6058.54
6083.31
6194.10
6042.92
6074.52
6146.10
6229.01
6155.81
6117.76
6084.59
6137.60
6229.21
6186.99
6104.11
6108.71
5935.84
6032.24
5961.49
6109.01
5958.86
5909.24
6061.61
6072.47
6129.98
6298.92
6326.16
6336.35
6374.82
6416.16
6371.18
6342.28
6269.61
6338.67
6378.04
6352.33
6345.13
6348.42
6376.28
6444.08
6417.02
6365.27
6437.80
6395.80
6361.09
6361.80
6383.61
6412.88
6364.90
6353.83
6295.16
6275.28
6297.20
6178.68
6118.28
6146.38
6268.76
6278.97
6329.93
6334.63
6305.49
6277.23
6337.64
6393.13
6375.15
6356.09
6395.65
6420.93
6275.00
6238.29
6223.52
6135.22
6126.68
6088.05
5952.78
5874.06
6017.79
6061.19
6102.54
6052.42
6034.84
6083.10
6240.98
6254.64
6314.57
6274.05
6242.32
6093.43
6137.24
6073.38
5954.08
5912.44
5871.83
5929.24
5960.97
5918.23
5804.10
5779.92
5876.80
5673.58
5773.79
5900.01
5877.00
5911.46
5990.37
5931.78
6083.79
6060.10
5922.01
5837.14
5898.76
5848.06
5689.36
5632.19
5672.30
5536.97
5707.60
5824.28
5862.17
6030.32
5971.95
5950.23
6037.73
5962.31
5867.18
6012.81
6096.01
6097.09
6152.88
6147.06
6130.46
6199.43
6182.40
6125.44
6146.32
6036.70
6139.79
6174.57
6139.97
6175.49
6201.12
6189.64
6184.58
6192.74
6199.11
6106.48
6105.90
6203.17
6174.90
6146.05
6164.72
6091.23
6161.63
6136.89
6204.41
6200.12
6242.39
6362.89
6365.10
6343.75
6353.52
6405.35
6410.26
6381.44
6310.44
6260.92
6284.52
6319.91
6322.40
6241.89
6185.59
6112.02
6117.25
6125.70
6114.81
6156.65
6162.49
6104.19
6138.50
6151.40
6167.77
6165.80
6053.35
6156.32
6136.43
6219.26
6262.85
6265.65
6270.79
6230.79
6191.93
6185.61
6209.63
6273.40
6284.53
6301.52
6231.89
6115.76
6044.97
5923.53
5966.80
5950.48
6021.09
6204.00
6226.55
6261.19
6338.10
6138.69
5982.20
6140.39
6360.06
6504.33
6577.83
6522.26
6545.37
6463.59
6533.79
6590.64
6682.86
6680.69
6670.40
6654.47
6669.24
6695.42
6697.37
6728.99
6699.89
6730.48
6710.13
6724.03
6750.43
6721.06
6724.43
6693.95
6645.40
6634.40
6740.16
6793.47
6809.13
6851.30
6866.42
6914.71
6916.02
6941.19
6893.92
6859.15
6868.96
6858.95
6828.54
6868.51
6835.78
6816.90
6838.05
6820.79
6781.51
6745.97
6894.60
6879.42
6826.05
6846.58
6858.70
6776.95
6700.90
6665.63
6673.31
6730.30
6710.28
6813.55
6830.79
6834.77
6911.40
6909.43
6818.04
6807.67
6849.38
6919.42
6899.33
6983.52
7074.34
7033.25
6999.96
7044.39
7097.50
7070.88
7024.01
6977.74
7013.55
6947.55
7000.06
7021.92
7026.90
7020.47
6986.40
7017.64
6958.09
6986.57
6996.26
6954.22
6917.14
6845.42
6790.51
6693.26
6806.90
6843.13
6911.84
6827.98
6730.43
6753.18
6792.74
6749.72
6794.71
6775.77
6777.96
6819.72
6817.71
6829.20
6840.75
6799.47
6772.00
6783.79
6752.93
6730.72
6746.83
6779.84
6902.23
6931.55
6954.21
6890.42
6968.57
6949.19
6999.01
7011.64
7017.16
7043.96
7041.42
7063.68
7068.17
7106.08
7120.26
7142.83
7177.89
7189.74
7195.31
7210.05
7237.77
7275.47
7290.49
7292.37
7337.81
7327.13
7220.38
7247.61
7208.44
7198.44
7151.18
7150.34
7164.43
7161.49
7184.49
7118.48
7099.15
7107.65
7140.75
7188.30
7172.15
7186.22
7188.82
7229.50
7258.75
7278.92
7268.56
7302.41
7277.92
7299.96
7299.86
7274.83
7302.25
7271.37
7243.70
7253.00
7263.44
7382.90
7382.35
7374.26
7350.12
7338.99
7334.61
7314.96
7343.08
7367.08
7357.85
7368.64
7415.95
7424.96
7429.81
7378.34
7324.72
7340.71
7336.82
7293.50
7343.42
7373.72
7369.52
7322.92
7282.69
7321.82
7331.68
7303.20
7349.37
7348.94
7365.50
7348.99
7327.59
7147.50
7114.36
7118.54
7114.55
7264.68
7275.64
7288.72
7237.17
7203.94
7250.05
7234.53
7248.10
7297.43
7300.86
7342.21
7385.24
7386.63
7435.39
7454.37
7522.03
7503.47
7436.42
7470.71
7496.34
7485.29
7514.90
7517.71
7547.63
7526.51
7519.95
7543.77
7547.63
7525.76
7524.95
7478.62
7449.98
7527.33
7511.87
7500.44
7474.40
7419.36
7463.54
7523.81
7472.71
7447.79
7439.29
7424.13
7446.80
7434.36
7387.80
7350.32
7312.72
7377.09
7357.23
7367.60
7337.28
7350.92
7370.03
7329.76
7416.93
7413.44
7378.39
7404.13
7390.22
7430.91
7487.87
7452.91
7377.73
7434.82
7452.32
7443.01
7368.37
7372.00
7423.66
7411.43
7474.77
7511.71
7531.94
7542.73
7498.06
7389.94
7309.96
7353.89
7383.85
7433.03
7387.87
7323.98
7318.88
7381.74
7382.65
7407.06
7401.46
7337.43
7365.26
7430.62
7438.50
7411.47
7372.92
7354.13
7396.98
7377.60
7413.59
7400.69
7379.70
7295.39
7215.47
7253.28
7275.25
7271.95
7263.90
7310.64
7301.29
7285.74
7313.51
7322.82
7372.76
7438.84
7468.11
7467.58
7507.99
7522.87
7507.89
7538.27
7533.81
7556.24
7535.44
7526.97
7516.17
7542.87
7523.04
7523.23
7524.45
7526.54
7447.21
7486.50
7505.03
7487.81
7493.08
7487.96
7555.32
7560.35
7562.28
7513.11
7529.72
7484.10
7432.99
7415.18
7414.42
7372.61
7386.94
7380.68
7389.46
7411.34
7419.02
7417.24
7409.64
7383.90
7460.65
7393.56
7326.67
7300.49
7338.97
7327.50
7348.03
7320.75
7393.96
7453.48
7500.41
7496.51
7448.12
7490.57
7537.01
7544.09
7525.22
7603.98
7592.66
7620.68
7622.88
7687.77
7648.10
7671.11
7695.88
7724.22
7696.51
7731.02
7748.51
7762.94
7778.64
7769.14
7755.93
7725.43
7700.96
7730.79
7715.44
7731.83
7643.43
7615.84
7665.54
7671.53
7587.98
7533.55
7490.39
7443.43
7334.98
7141.40
7279.42
7170.69
7092.43
7177.06
7168.01
7213.97
7234.81
7294.70
7247.66
7246.77
7281.57
7252.39
7244.41
7289.58
7282.45
7231.91
7175.64
7081.25
Máximo:7792.56
