Date,Open,High,Low,Close,Adj Close,Volume
2015-03-02,3244.000000,3248.229980,3133.500000,3154.000000,2602.442871,6431480
2015-03-03,3146.000000,3192.469971,3115.500000,3135.000000,2586.765625,3795986
2015-03-04,3124.500000,3133.000000,3052.000000,3073.500000,2536.020508,5251049
2015-03-05,2995.000000,3020.000000,2941.000000,2985.000000,2527.114258,6510169
2015-03-06,2970.500000,2973.000000,2908.500000,2917.500000,2469.968506,5933337
2015-03-09,2916.500000,2917.500000,2860.500000,2910.500000,2464.042236,4381788
2015-03-10,2890.000000,2894.500000,2829.500000,2830.000000,2395.890625,5185260
2015-03-11,2832.000000,2855.000000,2811.500000,2844.000000,2407.743164,4538660
2015-03-12,2870.000000,2921.500000,2852.500000,2857.000000,2418.748779,5030625
2015-03-13,2854.000000,2873.500000,2796.500000,2809.500000,2378.535156,5748463
2015-03-16,2825.000000,2855.540039,2812.000000,2848.000000,2411.129639,4347552
2015-03-17,2860.000000,2910.239990,2853.750000,2873.500000,2432.717773,5289203
2015-03-18,2851.500000,2865.000000,2817.500000,2830.500000,2396.314209,5526462
2015-03-19,2855.000000,2893.000000,2824.820068,2845.500000,2409.012695,5308088
2015-03-20,2854.500000,2918.500000,2820.500000,2914.500000,2467.428467,8435540
2015-03-23,2924.500000,2953.500000,2812.949951,2942.500000,2491.133789,4927295
2015-03-24,2915.000000,2943.250000,2877.000000,2884.000000,2441.607422,4602402
2015-03-25,2898.000000,2945.870117,2779.449951,2926.000000,2477.164551,3748297
2015-03-26,2901.000000,2975.500000,2861.500000,2877.000000,2435.681152,4120422
2015-03-27,2864.500000,2873.060059,2778.120117,2809.500000,2378.535156,7122913
2015-03-30,2822.000000,2859.500000,2721.189941,2816.500000,2384.461426,3575593
2015-03-31,2857.500000,2874.000000,2772.000000,2772.000000,2346.787354,5414923
2015-04-01,2780.000000,2812.500000,2752.500000,2762.000000,2338.322021,5516849
2015-04-02,2752.000000,2788.949951,2739.500000,2751.000000,2329.008789,5609194
