Date,Open,High,Low,Close,Adj Close,Volume
2015-03-02,412.053009,416.833008,411.001007,416.067993,372.874237,1905607
2015-03-03,416.833008,417.407013,414.539001,416.738007,373.474701,1978941
2015-03-04,419.222992,419.222992,411.384003,414.252014,371.246796,1378801
2015-03-05,416.641998,418.171997,413.583008,417.023987,373.730988,1027643
2015-03-06,417.789001,417.789001,408.515991,408.707001,366.277405,1113018
2015-03-09,413.964996,414.730011,403.161987,407.941986,365.591827,1534972
2015-03-10,402.493011,408.610992,397.998993,398.095001,356.767120,3163489
2015-03-11,396.373993,401.536987,396.373993,399.720001,358.223419,2397752
2015-03-12,401.919006,402.300995,398.954987,400.197998,358.651825,2071323
2015-03-13,400.867004,405.648010,400.867004,403.256989,361.393219,1049613
2015-03-16,402.015015,410.906006,402.015015,408.229004,365.849060,943487
2015-03-17,406.699005,409.757996,404.308990,407.559998,365.249512,2115251
2015-03-18,409.566986,412.339996,407.368011,411.096985,368.419312,1416213
2015-03-19,412.627014,420.562012,412.531006,418.744995,375.273346,2861760
2015-03-20,421.613007,421.613007,417.311005,419.032013,375.530579,3606630
2015-03-23,419.222992,422.569000,418.363007,419.893005,376.302185,1936284
2015-03-24,417.980011,424.480988,417.980011,423.907990,379.900330,1768223
2015-03-25,425.437988,428.019012,420.752991,420.752991,377.072906,2238009
2015-03-26,411.765991,411.862000,403.352997,405.265015,372.216125,3110748
2015-03-27,406.604004,408.229004,401.536987,405.265015,372.216125,1146395
2015-03-30,408.515991,408.993988,401.345001,403.352997,370.460052,2264002
2015-03-31,401.631989,407.654999,398.572998,398.572998,366.069855,2477515
2015-04-01,398.954987,401.250000,398.095001,399.242004,366.684296,4821948
2015-04-02,399.623993,402.493011,399.623993,401.058990,368.353149,1281476
2015-04-07,401.058990,408.993988,401.058990,407.846008,374.586670,1668365
2015-04-08,409.662994,410.332001,406.699005,410.332001,376.869934,2027425
2015-04-09,412.721985,416.928986,409.471985,416.355011,382.401794,1404729
2015-04-10,416.641998,422.569000,415.829010,421.804993,387.407288,1489092
2015-04-13,423.812012,424.385986,418.363007,418.363007,384.246002,2198305
2015-04-14,420.178986,422.187012,417.059998,421.230988,386.880127,900127
2015-04-15,422.569000,423.334015,417.119995,417.502014,383.455200,1209308
2015-04-16,416.928986,416.928986,412.053009,413.487000,379.767639,986812
2015-04-17,410.906006,415.589996,408.037994,410.618988,377.133514,2071440
2015-04-20,410.428009,415.686005,410.428009,414.346985,380.557526,1559651
2015-04-21,415.877014,416.545990,413.868988,415.303986,381.436493,1651642
2015-04-22,416.164001,416.164001,408.610992,412.817993,379.153198,1388752
2015-04-23,414.346985,415.782013,409.471985,411.192993,377.660706,1023713
2015-04-24,409.471985,413.200012,409.471985,412.148987,378.538727,1410503
2015-04-27,412.053009,416.260010,408.132996,415.398987,381.523712,1065972
2015-04-28,417.789001,419.032013,411.862000,415.208008,381.348328,1886786
2015-04-29,415.494995,417.597992,409.662994,409.662994,376.255493,1404843
2015-04-30,411.957001,412.531006,404.308990,410.140991,376.694458,1878451
2015-05-01,403.544006,408.802002,401.441010,406.316986,373.182343,395059
2015-05-05,406.316986,409.376007,399.145996,400.294006,367.650543,1848777
2015-05-06,399.623993,399.623993,394.940002,395.799988,363.522980,1104608
2015-05-07,392.837006,394.270996,390.255005,390.351013,358.518372,2633517
2015-05-08,425.437988,434.807007,397.139008,400.675995,368.001343,3827772
2015-05-11,398.476990,404.213013,397.998993,399.338013,366.772461,2434356
2015-05-12,397.139008,397.139008,388.247986,392.932007,360.888885,2397479
2015-05-13,394.843994,397.712006,391.785004,396.756012,364.401062,3846443
2015-05-14,394.365997,396.851990,393.984009,395.799988,363.522980,2613082
2015-05-15,397.712006,402.205994,396.183014,402.015015,369.231171,4844486
2015-05-18,403.830994,404.118011,400.675995,401.536987,368.792114,1714948
2015-05-19,405.265015,408.610992,403.066010,408.610992,375.289246,1863716
2015-05-20,409.088989,410.140991,405.933990,408.037994,374.763000,2136156
2015-05-21,408.802002,409.854004,402.109985,403.927002,370.987213,1446805
2015-05-22,402.109985,405.360992,402.109985,403.449005,370.548187,1109668
2015-05-26,403.449005,407.273010,400.197998,400.580994,367.914093,1377442
2015-05-27,400.389008,407.751007,400.389008,407.368011,374.147644,1727833
2015-05-28,406.699005,412.721985,406.699005,412.053009,378.450592,2078948
2015-05-29,413.295990,414.825012,407.463989,407.463989,374.235809,2433675
2015-06-01,409.566986,413.773987,406.631989,410.618988,377.133514,1638593
2015-06-02,411.765991,412.817993,404.022003,404.022003,371.074524,1420024
2015-06-03,406.411987,407.082001,399.911011,399.911011,367.298737,1952751
2015-06-04,399.242004,401.345001,393.888000,397.998993,365.542694,1195769
2015-06-05,398.095001,398.095001,391.307007,392.644989,360.625275,1452868
2015-06-08,391.881012,396.756012,390.924988,394.748993,362.557739,1275794
2015-06-09,393.028015,400.006989,393.028015,396.756012,364.401062,1452626
2015-06-10,395.035004,403.830994,394.079010,401.919006,369.142975,1054435
2015-06-11,401.919006,414.442993,401.727997,412.627014,378.977783,1745966
2015-06-12,411.287994,413.105011,403.449005,405.265015,372.216125,1172669
2015-06-15,401.536987,404.022003,399.816010,400.867004,368.176788,1438953
2015-06-16,400.867004,401.441010,394.843994,397.712006,365.279083,1510803
2015-06-17,400.675995,400.675995,393.122986,393.792999,361.679657,1148343
2015-06-18,393.028015,394.557007,388.821014,393.122986,361.064270,1307171
2015-06-19,392.166992,397.042999,390.255005,393.315002,361.240631,3216671
2015-06-22,398.859985,399.194000,393.028015,396.183014,363.874786,1883972
2015-06-23,397.998993,402.493011,394.843994,402.109985,369.318420,1339883
2015-06-24,400.772003,403.315002,397.221008,398.859985,366.333466,2303538
2015-06-25,398.190002,401.919006,393.792999,400.101990,367.474182,1979553
2015-06-26,396.565002,400.294006,396.565002,398.476990,365.981659,856288
2015-06-29,388.438995,394.174988,385.858002,390.063995,358.254730,1268987
2015-06-30,390.063995,390.829010,383.753998,387.960999,356.323273,1859255
2015-07-01,392.932007,395.114014,388.630005,394.174988,362.030518,852944
2015-07-02,392.359009,395.799988,389.108002,390.446014,358.605591,1246394
2015-07-03,388.726013,395.226990,388.726013,393.696991,361.591492,876503
2015-07-06,388.247986,393.218994,387.600006,387.674011,356.059662,1083949
2015-07-07,390.063995,392.932007,387.291992,387.769989,356.147797,1158560
2015-07-08,387.100006,391.593994,387.100006,388.438995,356.762268,843152
2015-07-09,390.351013,402.205994,389.872986,401.441010,368.703979,1707454
2015-07-10,405.933990,406.411987,400.580994,403.927002,370.987213,1012493
2015-07-13,404.977997,417.885010,404.022003,415.016998,381.172852,1753820
2015-07-14,416.833008,418.363007,410.140991,414.730011,380.909302,942344
2015-07-15,416.450989,417.119995,413.295990,414.346985,380.557526,889873
2015-07-16,418.266998,421.040009,415.877014,419.988007,385.738495,1123320
2015-07-17,419.414001,422.665009,417.119995,422.665009,388.197205,1855583
2015-07-20,411.001007,426.201996,411.001007,420.657013,386.352966,798533
2015-07-21,423.621002,424.002991,419.510010,421.135010,386.791962,1069473
2015-07-22,421.040009,423.239014,416.833008,418.363007,384.246002,936566
2015-07-23,419.032013,420.589996,415.398987,417.023987,383.016174,856022
2015-07-24,418.171997,423.621002,416.164001,418.266998,384.157837,1060191
2015-07-27,417.789001,419.893005,413.009003,413.009003,379.328644,802454
2015-07-28,408.132996,424.098999,408.132996,422.569000,388.109039,1573823
2015-07-29,426.679993,428.497009,421.709015,425.820007,391.094879,1624744
2015-07-30,429.070007,429.644012,419.988007,422.187012,387.758209,1535701
2015-07-31,422.665009,429.834991,422.091003,429.070007,394.079865,1740135
2015-08-03,427.540985,433.372986,427.540985,429.739990,394.695221,886114
2015-08-04,434.041992,435.858002,427.157990,434.807007,399.349030,1301502
2015-08-05,435.666992,438.343994,434.136993,436.813995,401.192352,1476931
2015-08-06,435.571991,441.498993,433.658997,439.968994,404.090027,1110502
2015-08-07,441.786011,442.645996,436.718994,437.674988,401.983154,1204001
2015-08-10,439.490997,441.786011,435.954010,440.161011,404.266418,1277333
2015-08-11,437.579010,439.968994,432.989990,434.902008,399.436279,1126069
2015-08-12,430.312988,435.873993,426.106995,429.356995,394.343475,1499270
2015-08-13,432.703003,438.726013,432.703003,437.865997,402.158539,2150063
2015-08-14,440.161011,443.601990,438.726013,442.359009,406.285156,742682
2015-08-17,443.220001,446.183990,439.968994,443.028992,406.900482,701707
2015-08-18,441.690002,444.653992,439.778015,443.411011,407.251343,887472
2015-08-19,443.506989,443.506989,436.813995,436.813995,401.192352,1086808
2015-08-20,432.130005,432.130005,426.394012,428.592010,398.198853,916486
2015-08-21,422.473999,427.731995,418.553986,418.553986,388.872650,1216145
2015-08-24,410.618988,410.714996,391.497986,395.513000,367.465576,1591123
2015-08-25,398.667999,409.662994,395.799988,407.177002,378.302460,1766506
2015-08-26,402.300995,407.273010,396.278015,397.903992,369.687012,1737868
2015-08-27,406.795013,408.132996,399.623993,407.463989,378.569092,1524662
2015-08-28,407.368011,408.132996,399.623993,401.153992,372.706573,3276392
2015-09-01,401.153992,403.449005,394.079010,395.799988,367.732239,1988484
2015-09-02,406.411987,406.507996,397.329987,402.493011,373.950623,1725672
2015-09-03,405.648010,408.132996,399.433014,402.683990,374.128082,1833006
2015-09-04,402.778992,403.544006,396.183014,396.851990,368.709625,2001710
2015-09-07,401.536987,401.536987,394.079010,395.417999,367.377319,1374654
2015-09-08,396.565002,401.919006,396.470001,399.433014,371.107605,1438477
2015-09-09,407.751007,408.648987,402.778992,403.640015,375.016296,1144611
2015-09-10,401.536987,401.536987,397.903992,399.623993,371.285095,1472177
2015-09-11,398.095001,401.153992,391.976013,394.843994,366.844055,1191537
2015-09-14,395.895996,399.816010,391.210999,393.218994,365.334290,1088425
2015-09-15,394.653015,394.653015,390.351013,393.315002,365.423431,702888
2015-09-16,397.139008,398.572998,391.785004,394.174988,366.222504,976897
2015-09-17,396.756012,400.389008,395.226990,398.095001,369.864502,1300697
2015-09-18,396.278015,400.101990,393.792999,398.190002,369.952789,5781071
2015-09-21,395.513000,400.389008,393.157990,395.992004,367.910675,780204
2015-09-22,394.653015,397.712006,390.160004,390.351013,362.669708,822289
2015-09-23,389.489990,401.250000,387.386993,398.859985,370.575226,1498383
2015-09-24,398.764008,404.500000,397.998993,398.954987,370.663513,1653682
2015-09-25,404.500000,413.868988,404.118011,413.200012,383.898376,1813337
2015-09-28,411.001007,415.398987,406.890015,406.890015,378.035828,1011909
2015-09-29,403.927002,408.420013,402.645996,403.927002,375.282959,1173342
2015-09-30,412.148987,413.678009,407.273010,410.618988,381.500366,1563106
2015-10-01,416.260010,416.833008,409.566986,411.096985,381.944489,1181185
2015-10-02,414.346985,418.649994,408.610992,413.773987,384.431641,1106216
2015-10-05,419.414001,424.959991,419.127991,422.951996,392.958801,970435
2015-10-06,421.613007,423.524994,417.502014,419.700989,389.938324,1075349
2015-10-07,421.899994,423.143005,411.192993,412.243988,383.010132,1706954
2015-10-08,413.487000,414.156006,408.707001,412.531006,383.276794,1389095
2015-10-09,414.156006,416.164001,408.037994,410.714996,381.589539,1241963
2015-10-12,409.757996,411.192993,406.507996,407.846008,378.924042,715761
2015-10-13,409.279999,411.096985,405.265015,408.132996,379.190674,1181990
2015-10-14,405.648010,407.082001,402.493011,405.455994,376.703491,1001123
2015-10-15,414.920990,414.920990,404.977997,409.662994,380.612152,747570
2015-10-16,411.287994,412.531006,407.751007,409.279999,380.256317,1157963
2015-10-19,407.082001,414.156006,407.082001,413.487000,384.165009,886170
2015-10-20,413.009003,419.453003,413.009003,416.928986,387.362915,817515
2015-10-21,419.510010,424.195007,417.311005,422.569000,392.602936,1175646
2015-10-22,420.084015,430.408997,412.912994,429.261993,398.821320,876983
2015-10-23,430.122009,433.467987,426.201996,427.253998,396.955750,1168727
2015-10-26,424.864014,429.644012,424.290009,429.070007,398.642975,741745
2015-10-27,426.679993,430.600006,425.723999,429.070007,398.642975,690057
2015-10-28,430.312988,433.085999,427.828003,433.085999,402.374146,1066308
2015-10-29,435.188995,436.335999,431.652008,432.608002,401.930054,888694
2015-10-30,433.085999,434.519989,426.872009,430.027008,399.532104,1781905
2015-11-02,425.437988,429.931000,425.437988,428.114014,397.754730,951023
2015-11-03,428.114014,428.114014,419.988007,420.178986,390.382416,1292490
2015-11-04,420.084015,421.709015,410.321014,413.487000,384.165009,2140354
2015-11-05,414.156006,419.510010,413.105011,419.222992,389.494202,1118336
2015-11-06,421.230988,421.996002,416.164001,417.216003,387.629578,972890
2015-11-09,415.398987,418.171997,405.455994,406.316986,377.503448,2191170
2015-11-10,409.950012,409.950012,397.520996,405.360992,376.615204,1272832
2015-11-11,404.500000,409.088989,403.334015,408.610992,379.634766,971256
2015-11-12,407.941986,409.854004,400.867004,401.727997,373.239868,610343
2015-11-13,399.145996,402.493011,397.712006,401.441010,372.973236,916339
2015-11-16,400.101990,404.500000,393.122986,404.500000,375.815338,1232708
2015-11-17,406.604004,415.208008,405.832001,414.252014,384.875763,1920615
2015-11-18,414.920990,414.920990,407.368011,410.618988,381.500366,1030068
2015-11-19,411.479004,416.738007,410.906006,416.450989,386.918793,744972
2015-11-20,416.641998,418.841003,415.112000,417.980011,388.339417,1102149
2015-11-23,417.789001,417.789001,413.200012,414.346985,384.963989,626701
2015-11-24,411.192993,414.299988,403.734985,407.846008,378.924042,1079082
2015-11-25,410.618988,415.686005,408.610992,414.442993,385.053223,876461
2015-11-26,414.061005,414.539001,410.045013,414.252014,384.875763,466908
